"nr str: 3, str len: 5, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([36, 50, 22, 46, 46], [36, 50, 22, 46, 46], [36, 50, 22, 46, 46])"
"nr str: 5, str len: 5, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([138, 185, 138, 152, 168], [138, 185, 138, 152, 168], [138, 166, 160, 158, 189])"
"nr str: 10, str len: 5, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([741, 690, 799, 635, 697], [741, 690, 837, 635, 678], [776, 692, 768, 632, 647])"
"nr str: 3, str len: 20, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([179, 158, 176, 175, 184], [179, 158, 176, 175, 184], [179, 158, 176, 175, 184])"
"nr str: 5, str len: 20, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([526, 611, 626, 657, 655], [526, 611, 626, 657, 655], [555, 611, 602, 626, 611])"
"nr str: 10, str len: 20, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([3278, 3008, 3148, 3451, 3042], [3278, 3008, 3148, 3296, 3029], [2769, 2812, 2848, 2807, 2948])"
K,r,u,s,",",P,r,i,m,",", ,G,u,s
"nr str: 3, str len: 5, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([50, 46, 48, 48, 46], [50, 46, 48, 48, 46], [50, 46, 50, 48, 46])"
K,r,u,s,",",P,r,i,m,",", ,G,u,s
"nr str: 5, str len: 5, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([184, 152, 147, 154, 176], [184, 152, 147, 154, 176], [180, 180, 151, 176, 179])"
K,r,u,s,",",P,r,i,m,",", ,G,u,s
"nr str: 10, str len: 5, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([752, 768, 733, 761, 772], [752, 733, 733, 761, 772], [721, 746, 793, 766, 735])"
K,r,u,s,",",P,r,i,m,",", ,G,u,s
"nr str: 3, str len: 20, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([156, 182, 153, 158, 170], [156, 182, 153, 158, 170], [156, 182, 153, 158, 170])"
K,r,u,s,",",P,r,i,m,",", ,G,u,s
"nr str: 5, str len: 20, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([692, 599, 604, 672, 661], [692, 599, 604, 672, 661], [626, 566, 575, 607, 642])"
K,r,u,s,",",P,r,i,m,",", ,G,u,s
"nr str: 10, str len: 20, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([3278, 3747, 3028, 3011, 3093], [3278, 3747, 3028, 3011, 3093], [2772, 2904, 2697, 2806, 2829])"
"Krus,Prim, Gus"
"nr str: 3, str len: 5, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([46, 46, 44, 52, 40], [46, 46, 44, 52, 40], [46, 46, 44, 52, 40])"
"Krus,Prim, Gus"
"nr str: 5, str len: 5, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([162, 162, 134, 145, 174], [162, 162, 134, 145, 174], [152, 166, 153, 150, 168])"
"Krus,Prim, Gus"
"nr str: 10, str len: 5, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([763, 772, 703, 591, 750], [763, 772, 703, 626, 750], [798, 780, 695, 684, 756])"
"Krus,Prim, Gus"
"nr str: 3, str len: 20, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([176, 188, 172, 153, 151], [176, 188, 172, 153, 151], [176, 188, 172, 153, 151])"
"Krus,Prim, Gus"
"nr str: 5, str len: 20, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([559, 627, 613, 633, 651], [559, 627, 613, 633, 643], [555, 621, 607, 547, 594])"
"Krus,Prim, Gus"
"nr str: 10, str len: 20, nr fams: NA, str_pr_fam: NA, internal var: NA, var between fams: NA, mode:random","([3091, 3021, 3082, 3086, 3218], [3059, 3021, 3082, 3131, 2982], [2836, 2757, 2658, 2905, 2815])"
"Krus,Prim, Gus"
"nr str: 3, str len: 5,mode:random","([40, 48, 40, 52, 46], [40, 48, 40, 52, 46], [40, 48, 40, 52, 46])"
"Krus,Prim, Gus"
"nr str: 5, str len: 5,mode:random","([171, 174, 162, 117, 164], [171, 174, 162, 117, 164], [166, 170, 159, 124, 164])"
"Krus,Prim, Gus"
"nr str: 10, str len: 5,mode:random","([624, 702, 669, 759, 715], [624, 702, 669, 759, 715], [648, 730, 694, 741, 809])"
"Krus,Prim, Gus"
"nr str: 3, str len: 20,mode:random","([168, 160, 178, 171, 120], [168, 160, 178, 171, 120], [168, 160, 178, 171, 120])"
"Krus,Prim, Gus"
"nr str: 5, str len: 20,mode:random","([556, 633, 677, 594, 671], [556, 633, 677, 594, 671], [573, 580, 618, 607, 634])"
"Krus,Prim, Gus"
"nr str: 10, str len: 20,mode:random","([3236, 3196, 3211, 2954, 3163], [3226, 3196, 3010, 3008, 3163], [2894, 2635, 2863, 2864, 2854])"
"Krus,Prim, Gus"
"nr str: 3, str len: 5,mode:random","([47], [47], [47])"
"Krus,Prim, Gus"
"nr str: 5, str len: 5,mode:random","([136], [136], [148])"
"Krus,Prim, Gus"
"nr str: 10, str len: 5,mode:random","([700], [700], [662])"
"Krus,Prim, Gus"
"nr str: 3, str len: 20,mode:random","([141], [141], [141])"
"Krus,Prim, Gus"
"nr str: 5, str len: 20,mode:random","([595], [595], [597])"
"Krus,Prim, Gus"
"nr str: 10, str len: 20,mode:random","([3085], [3032], [2771])"
"Krus,Prim, Gus"
"nr str: 3, str len: 5,mode:random","([54], [54], [54])"
"Krus,Prim, Gus"
"nr str: 5, str len: 5,mode:random","([160], [160], [160])"
"Krus,Prim, Gus"
"nr str: 10, str len: 5,mode:random","([829], [804], [697])"
"Krus,Prim, Gus"
"nr str: 3, str len: 20,mode:random","([157], [157], [149])"
"Krus,Prim, Gus"
"nr str: 5, str len: 20,mode:random","([645], [645], [620])"
"Krus,Prim, Gus"
"nr str: 10, str len: 20,mode:random","([3654], [3607], [2946])"
"Krus,Prim, Gus"
"nr str: 3, str len: 5,mode:random","([56], [56], [56])"
"Krus,Prim, Gus"
"nr str: 5, str len: 5,mode:random","([124], [124], [124])"
"Krus,Prim, Gus"
"nr str: 10, str len: 5,mode:random","([664], [664], [673])"
"Krus,Prim, Gus"
"nr str: 3, str len: 20,mode:random","([170], [170], [170])"
"Krus,Prim, Gus"
"nr str: 5, str len: 20,mode:random","([646], [646], [632])"
"Krus,Prim, Gus"
"nr str: 10, str len: 20,mode:random","([3514], [3501], [2838])"
"Krus,Prim, Gus"
"nr str: 3, str len: 5,mode:random","([56], [56], [56])"
"Krus,Prim, Gus"
"nr str: 5, str len: 5,mode:random","([98], [98], [98])"
"Krus,Prim, Gus"
"nr str: 10, str len: 5,mode:random","([760], [792], [791])"
"Krus,Prim, Gus"
"nr str: 3, str len: 20,mode:random","([148], [148], [148])"
"Krus,Prim, Gus"
"nr str: 5, str len: 20,mode:random","([742], [742], [668])"
"Krus,Prim, Gus"
"nr str: 10, str len: 20,mode:random","([3422], [3398], [2783])"
"Krus,Prim, Gus"
"nr str: 3, str len: 5,mode:random","([42], [42], [42])"
"Krus,Prim, Gus"
"nr str: 5, str len: 5,mode:random","([152], [152], [154])"
"Krus,Prim, Gus"
"nr str: 10, str len: 5,mode:random","([690], [690], [769])"
"Krus,Prim, Gus"
"nr str: 3, str len: 20,mode:random","([158], [158], [158])"
"Krus,Prim, Gus"
"nr str: 5, str len: 20,mode:random","([617], [617], [602])"
"Krus,Prim, Gus"
"nr str: 10, str len: 20,mode:random","([3343], [3343], [2796])"
